MEMBER_NO,FFP_DATE,FIRST_FLIGHT_DATE,GENDER,FFP_TIER,WORK_CITY,WORK_PROVINCE,WORK_COUNTRY,AGE,LOAD_TIME,FLIGHT_COUNT,BP_SUM,SUM_YR_1,SUM_YR_2,SEG_KM_SUM,LAST_FLIGHT_DATE,LAST_TO_END,AVG_INTERVAL,MAX_INTERVAL,EXCHANGE_COUNT,avg_discount,Points_Sum,Point_NotFlight,SUM_YR_1_log,SUM_YR_2_log,AVG_INTERVAL_sqrt,AGE_GROUP,Distance_Group
2051784,2018-01-23,2018-07-10,M,2,Guangzhou,Beijing,United States,46,2024-12-28,3,27897,76918,43739,180810,2023-01-08,649,38,419,6,0,21878,13,11.250508199098189,10.68601829423076,6.164414002968976,Middle Age,100k-200k
2054866,2018-01-23,2018-01-07,F,2,Xian,Jiangsu,China,44,2025-07-16,6,3429,63398,59512,115827,2024-07-17,364,18,753,3,1,256354,12,11.057203367430262,10.993950055063785,4.242640687119285,Adult,100k-200k
2022591,2018-01-23,2006-01-27,M,0,Beijing,Chongqing,China,45,2024-12-28,2,8934,65261,51796,236824,2025-06-13,10,109,334,7,1,397853,8,11.086165216321906,10.855087511512517,10.44030650891055,Adult,200k+
2032711,2018-01-23,2015-07-03,M,2,Hangzhou,Beijing,China,49,2024-12-28,4,57083,39061,36375,345538,2025-01-14,13,29,355,4,1,150334,12,10.572905406396837,10.501664495504846,5.385164807134504,Middle Age,200k+
2052454,2018-01-23,2012-07-13,F,1,Xian,Si Chuan,China,44,2024-04-23,2,48325,50857,28990,290812,2024-01-22,694,13,376,2,1,120089,8,10.836792714569413,10.274740715974103,3.605551275463989,Adult,200k+
2021092,2018-01-23,2015-07-03,M,0,Beijing,Beijing,China,70,2024-12-28,6,4183,50945,30766,248067,2023-08-05,216,188,281,3,1,57774,4,10.83852152722742,10.33419796600033,13.711309200802088,Senior,200k+
2042047,2018-01-23,2015-07-03,M,0,Chong Qing,Shanghai,China,42,2024-12-28,3,27552,44983,37664,439493,2024-01-22,483,43,506,1,1,111363,11,10.714062149972037,10.536486560259796,6.557438524302,Adult,200k+
2030600,2018-01-23,2005-10-27,M,0,Chengdu,Chongqing,China,27,2025-01-28,5,66430,58125,5540,9281,2024-01-22,384,32,573,0,0,8269,12,10.97036834704274,8.61993026886735,5.656854249492381,Young Adult,5k-20k
2060908,2018-01-23,2023-05-21,M,1,Beijing,Beijing,China,39,2024-12-28,7,53367,2638,7216,254672,2024-01-22,64,26,376,6,2,190891,18,7.878155336503324,8.884194633072273,5.0990195135927845,Adult,200k+
2023474,2025-10-07,2015-09-10,M,1,Chengdu,Guangdong,China,40,2024-12-28,3,32657,68193,12920,176702,2024-01-22,459,111,341,2,2,24230,17,11.130111863421801,9.46660917372222,10.535653752852738,Adult,100k-200k
2039863,2018-01-23,2015-07-03,F,2,Hangzhou,Si Chuan,United States,36,2024-12-28,7,37224,32325,29747,279536,2024-01-22,292,35,390,2,1,259710,8,10.383627138969754,10.30051718182319,5.916079783099616,Adult,200k+
2032250,2018-01-23,2018-06-12,F,0,Chong Qing,Guangdong,United States,36,2024-12-28,6,40342,39093,19368,59945,2024-01-22,510,292,280,5,1,340155,8,10.573724281512968,9.871429128842239,17.08800749063506,Adult,50k-100k
2027293,2018-01-23,2015-07-03,M,2,Beijing,Jiangsu,China,50,2024-12-28,4,11964,123524,20282,6950,2024-01-22,624,21,401,2,1,337919,10,11.724198843713951,9.917538375758788,4.58257569495584,Middle Age,5k-20k
2001719,2018-01-23,2015-07-03,M,2,Wuhan,Hubei,China,70,2024-05-14,2,3877,6527,57609,426140,2024-01-22,401,73,142,4,1,284468,15,8.783855896643942,10.961451442726428,8.54400374531753,Senior,200k+
2038532,2018-01-23,2010-02-11,M,0,Guangzhou,Beijing,China,49,2024-12-28,2,47217,145,50734,13392,2024-01-22,6,119,353,1,1,268134,7,4.983606621708336,10.834371286713184,10.908712114635714,Middle Age,5k-20k
2037613,2018-01-23,2015-08-16,F,2,Shenzhen,Hubei,China,70,2025-05-03,10,21859,23252,25717,191263,2024-01-22,499,31,467,6,1,198462,8,10.05418943494962,10.154946414830384,5.5677643628300215,Senior,100k-200k
2013848,2018-01-23,2015-07-03,F,0,Guangzhou,Guangdong,China,35,2024-12-28,9,24301,48160,47926,159859,2023-11-02,108,7,435,5,1,97316,8,10.782304843886733,10.777434298915813,2.6457513110645907,Adult,100k-200k
2026592,2018-01-23,2015-07-03,M,0,Beijing,Beijing,China,70,2024-10-16,5,17231,34584,21305,346666,2024-01-22,306,146,459,3,1,260607,10,10.451175341034686,9.966744002171144,12.083045973594572,Senior,200k+
2038865,2018-01-23,2015-07-03,F,2,Hangzhou,Guangdong,China,56,2025-08-04,7,39101,49802,7388,290802,2024-01-22,526,101,822,2,1,139760,10,10.815830502162186,8.907747686788648,10.04987562112089,Middle Age,200k+
2022578,2018-01-23,2015-07-03,F,1,Shanghai,Shanghai,China,34,2024-12-28,6,42551,92380,18670,744,2024-01-22,115,61,235,3,1,429970,4,11.433676608779873,9.834726796965336,7.810249675906654,Adult,0-5k
2003900,2018-01-23,2009-09-28,F,2,Nanjing,Zhe Jiang,India,47,2024-12-28,3,32916,29320,3381,112034,2024-06-07,135,71,238,2,1,322671,12,10.286059261830983,8.126222529458525,8.426149773176359,Middle Age,100k-200k
2007134,2018-01-23,2015-07-03,M,0,Shanghai,Jiangsu,United States,29,2024-12-28,5,56974,58592,2858,8580,2024-01-22,482,114,300,1,1,322783,6,10.978370514505,7.958227192322312,10.677078252031311,Young Adult,5k-20k
2062078,2018-01-23,2015-07-03,M,2,Chengdu,Beijing,United States,49,2024-12-28,5,42347,5104,32821,117520,2024-01-22,494,114,240,5,2,309297,10,8.537975730598767,10.398854301239574,10.677078252031311,Middle Age,100k-200k
2021123,2018-01-23,2015-07-03,M,1,Xian,Si Chuan,China,21,2025-01-17,4,6292,9969,34256,224157,2024-01-22,636,92,474,5,1,191843,12,9.207335862955883,10.441646202369757,9.591663046625438,Young Adult,200k+
2057985,2018-01-23,2015-07-03,F,0,Wuhan,Beijing,China,30,2024-12-28,7,7380,54083,2997,220049,2024-01-22,456,214,276,2,1,73040,8,10.89829367247865,8.005700678662542,14.628738838327793,Young Adult,200k+
2060115,2018-01-23,2015-07-03,M,0,Xian,Shanghai,United States,39,2025-03-01,6,46518,38196,33336,191319,2025-01-19,41,96,492,1,1,284202,10,10.550512257479294,10.414423170252562,9.797958971132712,Adult,100k-200k
2002894,2010-04-11,2012-06-06,F,1,Shenzhen,Guangdong,United States,38,2025-04-24,6,8671,3496,89815,147853,2024-01-22,187,40,111,2,1,68226,13,8.159660737063376,11.405518412138616,6.324555320336759,Adult,100k-200k
2014565,2018-01-23,2015-07-03,M,0,Wuhan,Shanghai,China,39,2024-12-28,4,31066,53643,37455,327901,2024-01-22,514,4,314,4,0,224506,10,10.890124905830831,10.530922189730692,2.0,Adult,200k+
2046388,2018-01-23,2015-07-03,F,0,Wuhan,Beijing,India,47,2024-12-28,2,4454,46657,39764,100444,2024-01-22,422,35,148,1,2,174092,11,10.750599681390584,10.590742407391236,5.916079783099616,Middle Age,100k-200k
2030646,2018-01-23,2015-07-03,M,0,Shenzhen,Zhe Jiang,China,44,2024-07-27,4,1934,50725,26865,353603,2024-01-22,241,81,305,5,1,397302,7,10.834193878644593,10.198616825622958,9.0,Adult,200k+
2061334,2018-01-23,2015-07-03,M,0,Nanjing,Chongqing,United States,33,2024-12-28,2,52003,12796,7324,228629,2024-01-22,372,254,438,1,2,93786,10,9.456966047437597,8.899048433885268,15.937377450509228,Adult,200k+
2052217,2015-09-18,2015-07-03,M,0,Shenzhen,Guangdong,China,43,2024-12-28,6,46001,31097,13578,163223,2024-01-22,257,122,656,4,1,339167,8,10.344898787417762,9.516279760698795,11.045361017187261,Adult,100k-200k
2000968,2018-01-23,2015-07-03,M,0,Hangzhou,Shanghai,China,34,2024-12-28,2,29077,83474,13643,169021,2023-01-08,462,223,479,2,1,178507,6,11.332302464811855,9.521055143538536,14.933184523068078,Adult,100k-200k
2003430,2016-05-18,2015-07-03,F,1,Guangzhou,Shanghai,United States,32,2024-12-28,2,28118,30815,60982,358399,2024-02-28,608,44,102,0,2,286357,12,10.335789314597852,11.018350415789994,6.6332495807108,Adult,200k+
2015237,2018-01-23,2015-03-18,F,0,Chengdu,Zhe Jiang,China,25,2024-12-28,3,58729,65229,47811,267905,2024-01-22,169,126,27,2,2,291219,14,11.085674764790141,10.775031932997871,11.224972160321824,Young Adult,200k+
2037457,2018-01-23,2015-07-03,M,0,Guangzhou,Guangdong,China,37,2024-12-28,5,34457,55450,74433,3963,2024-01-22,475,101,146,5,2,356315,8,10.923255026881002,11.21766810568071,10.04987562112089,Adult,0-5k
2054891,2018-01-23,2015-07-03,M,0,Chong Qing,Shanghai,China,38,2024-04-23,5,50951,672,51633,146825,2024-01-22,22,148,546,4,1,109721,13,6.511745329644728,10.85193564920934,12.165525060596439,Adult,100k-200k
2043309,2018-01-23,2009-08-22,F,1,Shenzhen,Si Chuan,United States,34,2024-12-28,3,11362,22889,11966,201395,2023-05-31,698,167,320,2,1,116594,7,10.038455412946613,9.389908140573516,12.922847983320086,Adult,200k+
2006248,2011-04-28,2025-01-03,M,2,Shanghai,Jiangsu,China,49,2025-11-20,3,12327,123524,10208,121758,2024-01-22,551,129,223,3,1,321680,7,11.724198843713951,9.231024963169016,11.357816691600547,Middle Age,100k-200k
2009056,2018-01-23,2015-07-03,F,2,Hangzhou,Shanghai,India,37,2024-12-28,7,24070,9666,2218,272916,2023-05-04,643,124,180,5,1,247042,11,9.176473302464606,7.704811922932594,11.135528725660043,Adult,200k+
2019222,2018-01-23,2015-07-03,F,2,Shanghai,Shanghai,China,43,2024-12-28,6,11320,25271,42345,439457,2024-01-22,177,33,168,2,2,397656,13,10.137452342481922,10.653629244615882,5.744562646538029,Adult,200k+
2018366,2018-01-23,2015-07-03,F,0,Chengdu,Chongqing,United States,70,2024-12-28,7,59194,21022,21594,382120,2024-01-22,696,122,363,5,1,463841,8,9.953372355465126,9.980217085394802,11.045361017187261,Senior,200k+
2042616,2018-01-23,2015-07-03,F,1,Chengdu,Zhe Jiang,India,31,2024-12-28,3,35246,35619,39515,64940,2024-01-22,185,98,430,2,1,40701,7,10.480662556843653,10.584460932164365,9.899494936611665,Adult,50k-100k
2057567,2022-06-29,2015-07-03,M,0,Chengdu,Si Chuan,China,40,2024-12-28,6,30875,48517,29519,253793,2023-09-06,612,141,188,1,1,148358,14,10.789690142092997,10.292823278714408,11.874342087037917,Adult,200k+
2031998,2018-01-23,2015-07-03,F,2,Wuhan,Chongqing,United States,39,2024-12-28,5,30738,29846,31393,86899,2024-01-22,495,151,96,5,1,196244,11,10.30383961125747,10.354372070835153,12.288205727444508,Adult,50k-100k
2048347,2018-01-23,2015-07-03,M,0,Shenzhen,Si Chuan,China,26,2024-10-27,9,31965,5448,7129,123625,2024-01-22,413,86,357,5,1,29106,9,8.603187384583098,8.872066513408342,9.273618495495704,Young Adult,100k-200k
2017076,2018-01-23,2021-09-14,M,0,Xian,Guangdong,China,40,2025-12-04,7,13142,52808,54900,237483,2024-01-22,227,38,226,5,0,20824,8,10.874436909714081,10.91328684226798,6.164414002968976,Adult,200k+
2020305,2017-11-07,2015-07-03,M,1,Beijing,Si Chuan,United States,19,2024-12-28,6,48001,15146,17226,6649,2024-01-22,554,66,199,3,0,346530,12,9.625557771527026,9.75423319944637,8.12403840463596,Young Adult,5k-20k
2051616,2018-01-23,2015-07-03,M,0,Chengdu,Shanghai,United States,37,2024-12-28,2,63778,2386,48290,368333,2024-01-22,177,28,142,5,2,139824,8,7.77779262633883,10.785000486874338,5.291502622129181,Adult,200k+
2029888,2015-11-13,2025-10-24,M,0,Chengdu,Shanghai,United States,50,2024-12-28,5,41965,26380,153,240572,2024-01-22,700,90,283,2,0,20388,6,10.18039933305852,5.0369526024136295,9.486832980505138,Middle Age,200k+
2024240,2021-06-30,2015-07-03,F,1,Wuhan,Shanghai,China,44,2024-05-12,3,38022,36407,1292,142103,2024-01-22,265,271,529,3,1,315878,15,10.502543809696478,7.164720378771857,16.46207763315433,Adult,100k-200k
2026349,2018-01-23,2015-07-03,F,2,Xian,Si Chuan,China,54,2024-12-28,5,40279,39698,29505,86250,2024-01-22,179,7,581,3,0,127483,9,10.58908127744116,10.292348911477513,2.6457513110645907,Middle Age,50k-100k
2036260,2018-01-23,2015-07-03,M,1,Hangzhou,Shanghai,China,36,2024-12-28,2,31588,51129,3349,118432,2024-01-22,19,59,519,3,0,346212,15,10.842126688074044,8.116715624819111,7.681145747868608,Adult,100k-200k
2001398,2018-01-23,2015-07-03,M,0,Nanjing,Shanghai,India,39,2024-12-28,6,16525,59637,87367,97727,2023-06-18,605,159,181,6,1,149414,10,10.996048233775802,11.377884361877564,12.609520212918492,Adult,50k-100k
2002852,2010-12-09,2015-07-03,M,0,Shenzhen,Shanghai,United States,47,2024-12-28,3,14898,66928,17522,106791,2024-01-22,573,107,158,4,2,90323,10,11.111387634999954,9.771269582708419,10.344080432788601,Middle Age,100k-200k
2004846,2018-01-23,2015-07-03,F,0,Beijing,Shanghai,China,49,2024-04-09,4,63511,43412,73082,387460,2024-01-22,85,74,427,2,1,38000,13,10.678514214406102,11.199351060552498,8.602325267042627,Middle Age,200k+
2016814,2018-01-23,2015-07-03,M,0,Shanghai,Beijing,India,31,2024-01-23,2,24827,35002,47551,264554,2023-08-12,164,242,671,2,1,263349,11,10.463189051084006,10.769579128077432,15.556349186104045,Adult,200k+
2038450,2018-01-23,2005-12-26,M,0,Wuhan,Si Chuan,China,23,2024-12-28,5,35745,63758,32755,313746,2024-01-22,576,29,463,2,1,15501,13,11.0628656295268,10.39684143039008,5.385164807134504,Young Adult,200k+
2059411,2018-01-23,2015-07-03,F,0,Nanjing,Si Chuan,United States,28,2024-12-28,5,83245,36334,59810,436403,2024-01-22,609,87,155,2,0,134027,5,10.500536743050736,10.998944869510936,9.327379053088816,Young Adult,200k+
2027117,2015-06-12,2015-07-03,M,2,Shanghai,Shanghai,China,57,2024-12-28,2,36457,14336,106432,118085,2024-01-22,208,84,338,4,1,228951,10,9.570598887246268,11.575270958178935,9.16515138991168,Middle Age,100k-200k
2010455,2018-01-23,2015-07-03,F,2,Chong Qing,Zhe Jiang,United States,33,2024-12-28,10,19974,5630,11591,363770,2022-10-22,548,132,228,2,1,167751,15,8.636042325254618,9.358070484000518,11.489125293076057,Adult,200k+
2015745,2018-01-23,2015-07-03,M,0,Hangzhou,Guangdong,China,50,2024-12-28,5,58628,27773,7167,126530,2024-01-22,299,146,400,1,1,34055,12,10.231855610259325,8.877381954654766,12.083045973594572,Middle Age,100k-200k
2032666,2018-01-23,2015-07-03,F,1,Xian,Si Chuan,China,44,2024-12-28,5,41785,36150,70724,14883,2024-01-22,261,128,163,1,0,180229,5,10.4954598897216,11.166554396169769,11.313708498984761,Adult,5k-20k
2008669,2010-12-01,2010-01-18,M,0,Chong Qing,Shanghai,China,43,2024-12-28,6,18873,56250,50398,157833,2024-01-22,80,14,90,2,0,439986,14,10.937579097686422,10.827726612592778,3.7416573867739413,Adult,100k-200k
2029326,2012-04-13,2012-11-19,M,0,Chengdu,Chongqing,China,53,2024-12-28,2,42430,18641,3469,372894,2024-01-22,562,4,173,7,2,170316,5,9.833172378621102,8.151909872940905,2.0,Middle Age,200k+
2037903,2018-01-23,2015-07-03,M,0,Guangzhou,Beijing,China,70,2024-12-28,8,36605,58384,49886,32937,2024-01-22,202,105,124,0,1,5938,9,10.974814286509815,10.817515726756024,10.246950765959598,Senior,20k-50k
2059994,2018-01-23,2015-07-03,F,2,Wuhan,Chongqing,India,64,2024-12-28,2,45123,42412,47524,308896,2024-08-18,99,99,322,5,1,433906,9,10.655210198000303,10.76901116735663,9.9498743710662,Senior,200k+
2051368,2020-11-22,2015-07-03,M,2,Chong Qing,Shanghai,China,70,2024-12-28,8,22866,50642,31404,232894,2023-02-04,596,5,426,6,1,352597,14,10.832556296769498,10.354722394888482,2.23606797749979,Senior,200k+
2042682,2018-01-23,2024-02-02,M,0,Xian,Shanghai,India,43,2024-12-28,6,12425,30240,46367,164058,2022-11-02,511,43,763,4,1,813,7,10.316953898529778,10.744364845120408,6.557438524302,Adult,100k-200k
2038522,2019-04-02,2025-12-19,F,1,Shanghai,Hubei,United States,32,2024-12-28,2,46058,50712,28720,117474,2025-03-22,253,78,420,5,1,361127,10,10.833937566968194,10.2653838414975,8.831760866327848,Adult,100k-200k
2049547,2017-05-22,2015-07-03,F,0,Beijing,Si Chuan,United States,41,2024-12-28,3,771,45832,35785,137870,2024-01-22,97,109,569,7,1,71646,8,10.732759634666934,10.485312034451807,10.44030650891055,Adult,100k-200k
2049846,2018-01-23,2015-07-03,F,0,Shanghai,Zhe Jiang,China,39,2024-12-28,4,26648,15794,27922,321951,2024-01-22,103,138,313,3,1,84035,8,9.667448713236185,10.23720600096072,11.74734012447073,Adult,200k+
2011643,2021-01-01,2015-07-03,F,0,Xian,Guangdong,United States,70,2025-07-18,6,38225,103719,17436,338325,2024-01-22,270,95,397,2,0,294821,10,11.5494502396526,9.766349664317493,9.746794344808963,Senior,200k+
2051607,2018-01-23,2015-07-03,F,0,Guangzhou,Jiangsu,United States,23,2024-12-28,4,71248,1670,18537,72674,2024-01-22,629,75,651,3,1,9973,14,7.421177528595393,9.827577958435779,8.660254037844387,Young Adult,50k-100k
2004912,2018-01-23,2010-10-07,F,1,Xian,Shanghai,United States,34,2024-12-28,1,330,921,37973,15331,2024-01-22,563,143,24,4,1,280286,9,6.826545223556594,10.544656994003361,11.958260743101398,Adult,5k-20k
2051756,2024-04-17,2022-12-24,F,0,Chengdu,Guangdong,China,26,2024-12-28,2,54409,63548,22660,351627,2023-08-30,141,6,55,4,1,16629,17,11.059566540852567,10.028400664234924,2.449489742783178,Young Adult,200k+
2031315,2018-01-23,2015-07-03,M,2,Hangzhou,Si Chuan,China,33,2024-12-28,5,36752,9614,35794,483098,2023-04-15,700,70,307,2,1,66173,10,9.17107965802288,10.485563497830285,8.366600265340756,Adult,200k+
2001228,2018-01-23,2021-05-17,M,0,Xian,Shanghai,China,70,2024-12-28,7,27927,36525,79633,287486,2024-01-22,457,164,428,0,1,321088,12,10.505779614751987,11.28519641631439,12.806248474865697,Senior,200k+
2058877,2018-09-09,2015-07-03,F,0,Beijing,Si Chuan,China,57,2024-12-28,2,34326,34398,62697,132363,2024-01-22,348,99,15,5,2,27007,6,10.445782773171514,11.046084828185627,9.9498743710662,Middle Age,100k-200k
2031345,2018-01-23,2015-07-03,M,0,Shenzhen,Jiangsu,United States,25,2024-12-28,7,41331,17774,4136,301003,2024-04-02,260,179,421,1,1,215312,11,9.785548254671442,8.327726166461412,13.379088160259652,Young Adult,200k+
2019114,2014-08-31,2015-07-03,M,0,Chong Qing,Shanghai,China,30,2024-12-28,3,56858,30711,22220,273948,2024-07-15,420,103,536,2,2,20060,15,10.332408736680634,10.008793066681399,10.14889156509222,Young Adult,200k+
2000238,2014-09-18,2015-07-03,M,0,Guangzhou,Guangdong,United States,70,2024-12-28,3,73091,13445,18119,43367,2024-01-22,491,68,212,7,1,361412,8,9.506436943028982,9.80477157959697,8.246211251235321,Senior,20k-50k
2052918,2019-01-21,2015-07-03,M,0,Guangzhou,Shanghai,China,70,2024-12-28,10,13153,45033,15564,320491,2024-01-22,687,71,256,2,1,438086,12,10.715173039019605,9.652780082875708,8.426149773176359,Senior,200k+
2039682,2018-01-23,2015-07-03,F,0,Beijing,Beijing,United States,70,2025-10-08,9,19192,84119,3244,10717,2024-01-22,633,176,397,6,0,214968,13,11.339999629816637,8.08487062913819,13.2664991614216,Senior,5k-20k
2043769,2018-01-23,2015-07-03,M,0,Nanjing,Si Chuan,India,52,2024-12-28,6,44729,59075,25350,106832,2024-01-22,173,119,511,6,1,433518,4,10.9865800295462,10.140573455973044,10.908712114635714,Middle Age,100k-200k
2039958,2018-01-23,2015-07-03,M,0,Chong Qing,Zhe Jiang,United States,70,2024-12-28,5,83245,12584,5908,61445,2024-01-22,451,30,261,5,1,36303,12,9.440260907569415,8.684231891345675,5.477225575051661,Senior,50k-100k
2005027,2018-01-23,2015-07-03,F,0,Chengdu,Hubei,China,41,2024-12-28,6,19768,2903,78003,180346,2024-01-22,493,118,493,3,2,254510,3,7.973844375944687,11.264515386408132,10.862780491200215,Adult,100k-200k
2036408,2012-11-18,2015-07-03,M,0,Nanjing,Zhe Jiang,United States,36,2024-12-28,3,22365,60718,13064,251613,2024-01-22,89,21,573,2,1,279770,7,11.014011942895687,9.477692177954713,4.58257569495584,Adult,200k+
2012863,2018-01-23,2015-07-03,M,1,Shanghai,Guangdong,United States,47,2024-12-28,6,25746,27403,94437,296060,2024-01-22,557,140,255,2,0,73872,13,10.21844426712279,11.455698813508029,11.832159566199232,Middle Age,200k+
2048188,2018-01-23,2017-06-12,M,0,Wuhan,Guangdong,United States,25,2024-12-28,6,9675,37059,32399,289751,2024-01-19,652,46,338,5,1,20614,14,10.520293499839351,10.38591370178042,6.782329983125268,Young Adult,200k+
2046648,2018-01-23,2007-02-01,M,0,Nanjing,Zhe Jiang,China,49,2024-12-28,3,4597,16976,21195,132697,2024-07-25,371,222,577,3,1,427368,3,9.739614765810634,9.961567763612653,14.89966442575134,Middle Age,100k-200k
2039316,2018-01-23,2015-07-03,M,1,Chengdu,Shanghai,China,34,2024-12-28,2,26915,55376,82921,108309,2022-11-04,540,85,548,5,1,357195,5,10.92191962407671,11.325655685892224,9.219544457292887,Adult,100k-200k
2022089,2025-07-02,2015-07-03,F,0,Guangzhou,Beijing,China,41,2025-05-20,8,39879,34224,56633,313291,2024-01-22,659,176,274,3,1,56093,13,10.440711650156649,10.944364790553,13.2664991614216,Adult,200k+
2011869,2012-03-29,2015-07-03,M,1,Guangzhou,Zhe Jiang,India,36,2024-04-08,6,5851,87863,66345,241733,2024-01-22,132,70,159,5,1,192974,15,11.383545443468181,11.102638751582846,8.366600265340756,Adult,200k+
2045763,2012-02-01,2015-07-03,F,0,Nanjing,Shanghai,India,29,2024-12-28,5,83245,54299,20918,225442,2024-05-02,371,5,342,6,1,374503,10,10.902279505922026,9.948413115889121,2.23606797749979,Young Adult,200k+
2051535,2013-10-19,2015-07-03,M,0,Shenzhen,Shanghai,United States,45,2024-12-28,5,764,45530,47100,375369,2024-01-22,301,259,589,3,1,407324,8,10.726148691628156,10.76004951120163,16.09347693943108,Adult,200k+
2050505,2018-01-23,2023-12-13,M,2,Xian,Guangdong,China,42,2025-02-14,3,18416,15726,29758,243070,2024-01-22,369,76,76,2,1,224858,7,9.663134259490725,10.300886886231925,8.717797887081348,Adult,200k+
2044757,2018-01-23,2025-04-06,M,0,Shenzhen,Shanghai,China,70,2024-12-28,4,27488,47341,79785,292223,2024-08-22,170,21,273,4,1,21583,12,10.765153129746336,11.287103329450257,4.58257569495584,Senior,200k+
2047921,2018-01-23,2015-07-03,F,0,Shenzhen,Shanghai,India,30,2024-12-28,5,27118,27215,55875,455919,2024-01-22,595,181,526,1,2,348139,12,10.211560314635642,10.930890228847442,13.45362404707371,Young Adult,200k+
2047939,2018-01-23,2015-07-03,M,0,Nanjing,Shanghai,China,30,2025-07-18,6,32759,40204,8238,280870,2024-04-21,453,97,332,3,1,308001,11,10.60174664498225,9.01663425631559,9.848857801796104,Young Adult,200k+
2011703,2018-01-23,2016-11-21,M,0,Chengdu,Shanghai,China,28,2024-04-20,6,1832,43778,60934,10102,2024-01-22,505,70,228,0,1,188196,15,10.686909529335855,11.017563001257603,8.366600265340756,Young Adult,5k-20k
